session_id,host_unix_us,timestamp_us,label,esp_label,settling,rssi,num_subcarriers,amp_0,amp_1,amp_2,amp_3,amp_4,amp_5,amp_6,amp_7,amp_8,amp_9,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48,amp_49,amp_50,amp_51,amp_52,amp_53,amp_54,amp_55,amp_56,amp_57,amp_58,amp_59,amp_60,amp_61,amp_62,amp_63,amp_64,amp_65,amp_66,amp_67,amp_68,amp_69,amp_70,amp_71,amp_72,amp_73,amp_74,amp_75,amp_76,amp_77,amp_78,amp_79,amp_80,amp_81,amp_82,amp_83,amp_84,amp_85,amp_86,amp_87,amp_88,amp_89,amp_90,amp_91,amp_92,amp_93,amp_94,amp_95,amp_96,amp_97,amp_98,amp_99,amp_100,amp_101,amp_102,amp_103,amp_104,amp_105,amp_106,amp_107,amp_108,amp_109,amp_110,amp_111,amp_112,amp_113,amp_114,amp_115,amp_116,amp_117,amp_118,amp_119,amp_120,amp_121,amp_122,amp_123,amp_124,amp_125,amp_126,amp_127
20260726_153123_c36ca3,1785076375220699,1203612302,2,2,0,-53,128,0,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,16,16,16,16,16,15,15,15,14,13,13,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,15,16,15,0,59,58,60,59,58,57,58,55,56,54,58,58,60,58,59,60,59,59,59,59,58,56,53,54,51,48,47,43,0,0,0,0,0,0,0,42,45,45,47,42,46,47,46,42,43,45,44,46,45,47,46,48,47,46,48,49,52,54,54,53,54,57,56
20260726_153123_c36ca3,1785076375322681,1203715035,2,2,0,-53,128,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,15,16,16,16,15,14,14,14,13,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,13,13,13,13,13,13,13,14,14,14,14,0,56,55,57,57,56,57,57,56,57,56,57,56,58,57,56,58,58,60,60,59,58,57,55,53,50,48,45,46,0,0,0,0,0,0,0,44,43,42,42,41,43,42,42,42,42,42,42,43,44,44,44,44,46,46,47,49,50,51,50,51,53,55,55
20260726_153123_c36ca3,1785076375419857,1203812904,2,2,0,-53,128,0,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,17,17,17,17,16,16,15,15,14,14,0,0,0,0,0,0,0,0,0,0,0,11,10,10,11,10,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,14,14,14,15,15,15,0,30,28,29,30,28,29,29,28,28,32,30,30,30,30,31,31,31,32,31,30,31,30,29,27,27,26,25,24,0,0,0,0,0,0,0,21,21,21,20,21,21,20,20,20,21,21,20,21,21,21,21,21,23,24,23,24,25,25,26,27,27,28,27
20260726_153123_c36ca3,1785076375521801,1203912306,2,2,0,-53,128,0,15,16,16,14,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,16,16,16,16,15,14,14,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,11,12,12,12,12,12,12,12,12,13,13,13,15,14,15,0,56,58,55,58,57,54,55,59,58,58,59,59,57,58,60,61,62,62,64,61,62,58,58,58,55,53,51,49,0,0,0,0,0,0,0,39,38,38,37,38,38,38,37,38,37,39,38,40,39,40,40,42,43,45,43,45,48,48,52,51,53,53,54
20260726_153123_c36ca3,1785076375619484,1204011655,2,2,0,-52,128,0,14,16,15,14,14,15,15,15,15,16,15,14,14,16,16,16,16,15,17,16,15,16,14,16,15,13,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,11,11,11,11,12,12,12,12,13,12,13,13,13,13,13,14,15,15,0,59,56,54,55,60,59,49,54,51,61,56,53,52,62,61,58,58,60,63,63,64,61,53,54,54,50,47,51,0,0,0,0,0,0,0,37,38,36,37,36,37,38,38,39,40,40,41,41,42,44,45,45,45,46,45,48,50,48,51,50,52,53,52
20260726_153123_c36ca3,1785076375721714,1204112072,2,2,0,-52,128,0,15,16,16,15,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,16,16,16,15,15,0,0,0,0,0,0,0,0,0,0,0,10,10,10,11,11,11,11,11,11,11,12,11,11,12,12,12,13,12,13,14,14,14,14,15,15,15,0,57,57,58,58,57,58,56,57,56,58,57,59,57,60,60,62,60,60,62,61,60,58,57,56,54,53,51,49,0,0,0,0,0,0,0,36,36,35,35,37,36,37,40,40,40,39,41,41,42,41,43,44,45,46,46,47,48,50,51,52,52,53,53
20260726_153123_c36ca3,1785076375823671,1204212491,2,2,0,-52,128,0,15,15,15,15,15,15,15,15,15,16,16,15,15,16,16,17,16,16,16,16,15,15,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,11,10,11,11,11,11,11,11,11,12,12,12,13,13,13,13,14,14,14,14,15,15,0,58,58,57,59,57,57,57,57,56,57,56,57,57,59,60,59,61,59,59,60,59,58,56,55,52,51,51,48,0,0,0,0,0,0,0,35,36,36,35,38,38,38,38,40,40,39,42,43,43,43,45,45,47,46,48,48,50,50,52,54,54,54,56
20260726_153123_c36ca3,1785076375920425,1204312176,2,2,0,-52,128,0,16,16,16,16,16,16,15,16,16,15,16,15,15,16,17,17,16,16,16,17,17,16,15,15,15,14,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,11,11,11,11,11,11,12,13,13,13,13,13,13,13,14,14,14,15,15,0,58,57,59,58,58,58,57,57,58,58,58,57,59,59,59,62,62,64,62,62,61,60,56,56,55,52,50,49,0,0,0,0,0,0,0,36,36,36,36,38,40,38,40,39,40,42,42,43,44,44,45,46,47,49,46,49,50,50,51,52,54,55,56
20260726_153123_c36ca3,1785076376017970,1204411878,2,2,0,-52,128,0,16,15,16,16,16,16,16,15,15,15,15,15,15,15,16,16,16,17,17,17,16,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,10,11,11,11,11,11,11,11,11,11,12,12,13,13,13,13,13,13,13,13,13,14,14,14,14,14,0,57,55,56,55,56,55,54,55,56,55,55,56,57,58,57,59,59,60,60,59,60,59,55,55,53,52,49,48,0,0,0,0,0,0,0,38,39,40,40,39,41,41,42,42,42,43,42,44,43,44,45,45,45,48,47,48,49,51,50,51,52,53,56
20260726_153123_c36ca3,1785076376120371,1204511798,2,2,0,-52,128,0,14,15,15,15,14,15,14,14,14,14,14,15,15,15,15,15,16,16,16,16,16,16,15,14,14,13,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,10,10,10,11,11,11,11,11,11,11,12,12,12,13,13,13,14,14,14,14,0,56,57,55,59,56,57,56,56,56,58,57,57,57,57,60,60,61,60,61,60,60,59,57,56,53,51,50,49,0,0,0,0,0,0,0,35,35,35,35,37,36,37,36,37,38,39,39,41,41,41,43,43,45,45,46,48,49,49,50,51,53,53,55
20260726_153123_c36ca3,1785076376221729,1204611998,2,2,0,-50,128,0,14,15,14,14,14,14,13,14,13,13,13,14,14,14,14,14,15,15,15,14,14,14,13,13,12,12,0,0,0,0,0,0,0,0,0,0,0,9,9,10,10,10,10,11,11,11,11,12,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,0,59,57,56,57,57,55,55,53,53,54,55,53,54,54,54,55,56,56,56,56,56,52,52,52,50,50,48,46,0,0,0,0,0,0,0,35,37,39,37,39,42,42,42,43,43,44,45,47,47,48,49,50,48,50,49,51,53,54,53,55,55,57,57
