session_id,host_unix_us,timestamp_us,label,esp_label,settling,rssi,num_subcarriers,amp_0,amp_1,amp_2,amp_3,amp_4,amp_5,amp_6,amp_7,amp_8,amp_9,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48,amp_49,amp_50,amp_51,amp_52,amp_53,amp_54,amp_55,amp_56,amp_57,amp_58,amp_59,amp_60,amp_61,amp_62,amp_63,amp_64,amp_65,amp_66,amp_67,amp_68,amp_69,amp_70,amp_71,amp_72,amp_73,amp_74,amp_75,amp_76,amp_77,amp_78,amp_79,amp_80,amp_81,amp_82,amp_83,amp_84,amp_85,amp_86,amp_87,amp_88,amp_89,amp_90,amp_91,amp_92,amp_93,amp_94,amp_95,amp_96,amp_97,amp_98,amp_99,amp_100,amp_101,amp_102,amp_103,amp_104,amp_105,amp_106,amp_107,amp_108,amp_109,amp_110,amp_111,amp_112,amp_113,amp_114,amp_115,amp_116,amp_117,amp_118,amp_119,amp_120,amp_121,amp_122,amp_123,amp_124,amp_125,amp_126,amp_127
20260726_165845_e1ec34,1785081610259886,909111389,2,2,0,-49,128,0,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,16,16,16,16,16,16,15,15,14,14,13,0,0,0,0,0,0,0,0,0,0,0,7,7,8,8,9,9,9,9,10,10,10,10,10,10,10,10,10,10,11,12,12,12,13,12,13,13,0,54,56,56,57,55,56,56,56,58,60,59,57,59,59,62,60,62,61,62,63,62,59,57,57,56,54,53,51,0,0,0,0,0,0,0,28,30,29,32,34,32,35,37,38,39,40,40,39,39,41,40,41,43,41,45,43,48,49,50,54,50,54,55
20260726_165845_e1ec34,1785081610355610,909210834,2,2,0,-49,128,0,15,14,14,14,14,14,14,14,14,15,15,15,15,16,15,16,16,16,16,16,16,15,15,15,14,14,0,0,0,0,0,0,0,0,0,0,0,8,8,8,9,9,9,10,10,10,10,10,10,10,10,11,10,11,11,12,12,13,13,13,13,14,14,0,27,27,27,27,26,28,26,28,28,28,29,29,28,28,31,30,30,29,31,30,31,28,29,28,28,26,27,25,0,0,0,0,0,0,0,14,15,14,15,18,17,18,19,19,19,18,19,19,19,19,19,20,21,21,22,23,23,24,25,26,26,27,27
20260726_165845_e1ec34,1785081610477711,909334204,2,2,0,-49,128,0,14,14,14,14,14,14,13,13,13,14,14,14,14,16,14,16,16,16,16,15,15,15,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,7,8,9,9,9,9,9,9,10,10,10,10,10,9,10,10,11,11,11,11,12,13,12,13,14,13,0,57,57,56,59,57,57,58,56,60,60,60,60,60,62,64,64,62,62,62,63,64,61,60,56,57,57,54,51,0,0,0,0,0,0,0,29,28,33,35,34,38,38,38,40,41,41,41,42,41,39,42,42,43,44,47,46,49,51,54,52,54,54,55
20260726_165845_e1ec34,1785081610562386,909417046,2,2,0,-49,128,0,14,14,15,14,14,14,15,15,14,14,15,15,15,16,15,16,15,15,15,16,15,15,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,8,8,9,9,9,10,10,10,10,10,10,10,11,11,11,11,12,11,12,13,13,13,13,14,14,14,0,28,26,28,28,28,28,28,27,27,28,29,28,28,30,29,30,30,31,32,30,29,30,28,26,25,27,24,25,0,0,0,0,0,0,0,14,15,16,16,16,18,17,19,18,19,19,19,19,20,20,20,22,22,22,23,22,24,25,25,25,26,26,27
20260726_165845_e1ec34,1785081610656469,909511650,2,2,0,-49,128,0,13,15,15,15,13,14,14,14,15,15,15,15,15,16,16,16,16,16,16,15,16,16,15,15,15,14,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,10,10,10,10,11,11,11,11,11,11,11,12,12,12,12,13,13,13,14,13,13,15,0,55,58,55,55,55,56,57,57,57,60,57,58,61,61,59,59,63,61,63,60,63,59,60,55,57,57,51,51,0,0,0,0,0,0,0,30,31,33,36,36,34,38,39,41,40,42,40,40,40,41,43,42,44,44,44,44,46,47,52,51,52,55,54
20260726_165845_e1ec34,1785081610756325,909611266,2,2,0,-49,128,0,14,13,14,15,14,14,14,14,14,14,15,14,14,14,15,15,15,15,15,15,15,14,14,14,13,13,0,0,0,0,0,0,0,0,0,0,0,7,8,8,9,9,9,10,10,10,10,10,10,10,10,10,11,11,11,12,12,13,13,13,13,13,13,0,56,56,56,59,57,55,56,56,56,60,58,57,56,58,61,61,62,61,61,59,60,58,57,55,54,53,50,48,0,0,0,0,0,0,0,27,30,32,31,35,34,36,36,40,40,41,39,40,42,40,40,40,44,44,46,46,48,49,50,53,54,53,52
20260726_165845_e1ec34,1785081610857249,909711476,2,2,0,-49,128,0,14,14,15,15,14,14,14,14,15,14,15,14,14,15,16,15,16,16,16,15,15,15,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,8,8,9,9,9,10,10,11,11,11,11,11,11,11,11,11,11,12,12,12,13,13,13,14,14,14,0,58,56,56,57,57,57,57,57,57,59,58,59,59,61,59,61,61,63,61,60,60,60,57,55,54,53,49,49,0,0,0,0,0,0,0,28,30,33,32,33,36,37,38,40,39,41,41,41,40,44,42,44,43,46,47,46,48,50,51,53,54,56,56
20260726_165845_e1ec34,1785081610953952,909812426,2,2,0,-49,128,0,14,15,15,15,13,15,14,14,14,15,15,15,14,15,15,15,15,15,16,16,16,14,15,14,13,12,0,0,0,0,0,0,0,0,0,0,0,8,9,9,9,9,9,10,10,10,10,10,10,10,10,11,10,11,11,11,12,12,14,13,14,15,14,0,56,57,56,56,56,58,55,58,55,60,58,58,58,59,60,61,62,60,62,59,59,56,57,55,53,52,50,49,0,0,0,0,0,0,0,30,31,32,33,34,36,37,37,40,40,39,41,39,41,42,41,43,43,45,45,48,50,50,52,52,53,54,53
20260726_165845_e1ec34,1785081611056840,909910831,2,2,0,-49,128,0,13,13,14,13,14,14,14,14,14,14,15,14,14,15,15,16,15,16,16,15,15,15,14,14,13,14,0,0,0,0,0,0,0,0,0,0,0,8,8,8,9,9,9,9,9,10,9,9,9,10,10,10,10,10,10,11,12,11,12,12,13,14,13,0,29,26,29,26,27,27,27,28,27,27,28,29,28,30,29,31,29,31,30,30,29,30,27,26,28,28,24,25,0,0,0,0,0,0,0,14,14,16,16,16,18,17,19,19,19,20,20,20,20,20,21,22,21,22,21,24,24,24,26,24,26,27,27
20260726_165845_e1ec34,1785081611157746,910012436,2,2,0,-50,128,0,14,15,15,15,15,15,15,15,15,15,16,16,16,16,16,17,16,17,17,17,17,16,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,9,9,9,10,10,11,11,11,12,11,11,12,11,12,12,11,12,12,12,13,13,13,13,14,14,15,0,28,27,27,28,27,29,28,28,28,28,29,29,29,31,30,30,31,31,31,30,30,30,29,28,29,28,26,25,0,0,0,0,0,0,0,15,16,16,17,18,19,20,18,20,20,20,21,20,21,21,21,22,21,23,23,22,24,25,25,26,26,27,28
